movie_id,title,imdb_id
18620,Go Fish,tt0109913
41006,A Good Man in Africa,tt0109920
4916,Guilty as Sin,tt0107057
2019,Hard Target,tt0107076
31642,Heaven & Earth,tt0107096
9255,Hot Shots! Part Deux,tt0107144
26271,Live Nude Girls,tt0113674
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,tt0112966
2259,The House of the Spirits,tt0107151
16097,House Party 3,tt0110064
11934,The Hudsucker Proxy,tt0110074
106143,I'll Do Anything,tt0110097
12475,In the Army Now,tt0110123
9386,In the Line of Fire,tt0107206
7984,In the Name of the Father,tt0107207
59930,The Inkwell,tt0110137
15765,What's Love Got to Do with It,tt0108551
31643,Jimmy Hollywood,tt0110197
6,Judgment Night,tt0107286
329,Jurassic Park,tt0107290
10909,Kalifornia,tt0107302
507,Killing Zoe,tt0110265
34024,King of the Hill,tt0107322
29918,Lassie,tt0110305
9593,Last Action Hero,tt0107362
42580,Life With Mikey,tt0107413
22317,Lightning Jack,tt0110353
1413,M. Butterfly,tt0107468
12121,Made in America,tt0107478
2246,Malice,tt0107497
10502,The Man without a Face,tt0107501
10440,Manhattan Murder Mystery,tt0107507
9516,Menace II Society,tt0107554
2320,Executive Decision,tt0116253
5879,In the Realm of the Senses,tt0074102
83718,What Happened Was...,tt0111689
11971,Much Ado About Nothing,tt0107616
2625,Mr. Jones,tt0107611
31911,Mr. Wonderful,tt0107613
788,Mrs. Doubtfire,tt0107614
21450,Naked,tt0107653
11231,The Next Karate Kid,tt0110657
41588,The New Age,tt0110649
10447,No Escape,tt0110678
31586,North,tt0110687
9300,Orlando,tt0107756
9559,A Perfect World,tt0107808
9800,Philadelphia,tt0107818
713,The Piano,tt0107822
8291,Poetic Justice,tt0107840
18133,The Program,tt0107889
25557,The Puppet Masters,tt0111003
22588,Radioland Murders,tt0110939
10872,The Ref,tt0110955
1245,The Remains of the Day,tt0107943
11858,Renaissance Man,tt0110971
7007,Rising Sun,tt0107969
10467,The Road to Wellville,tt0111001
5550,RoboCop 3,tt0107978
8005,Robin Hood: Men in Tights,tt0107977
2088,Romeo Is Bleeding,tt0107983
10412,Romper Stomper,tt0105275
47889,Ruby in Paradise,tt0108000
14534,Rudy,tt0108002
56583,The Saint of Fort Washington,tt0108026
41878,Savage Nights,tt0105032
424,Schindler's List,tt0108052
35233,The Scout,tt0111094
14291,Searching for Bobby Fischer,tt0108065
103413,Second Best,tt0111102
11236,The Secret Garden,tt0108071
11592,Serial Mom,tt0111127
8850,The Shadow,tt0111143
10445,Shadowlands,tt0108101
695,Short Cuts,tt0108122
43535,A Simple Twist of Fate,tt0111194
12519,Sirens,tt0111201
23210,Six Degrees of Separation,tt0108149
858,Sleepless in Seattle,tt0108160
867,Sliver,tt0108162
78,Blade Runner,tt0083658
13203,Son in Law,tt0108186
10442,So I Married an Axe Murderer,tt0108174
11074,Striking Distance,tt0108238
33367,Harem,tt0089256
9607,Super Mario Bros.,tt0108255
17585,Surviving the Game,tt0111323
9057,Terminal Velocity,tt0111400
20967,Thirty Two Short Films About Glenn Gould,tt0108328
10635,Threesome,tt0111418
9479,The Nightmare Before Christmas,tt0107688
10057,The Three Musketeers,tt0108333
11969,Tombstone,tt0108358
41590,Trial by Jury,tt0111488
319,True Romance,tt0108399
26408,The War Room,tt0108515
15139,The Pagemaster,tt0110763
161158,"Paris, France",tt0107779
218473,"The Beans of Egypt, Maine",tt0109226
85247,Killer,tt0110259
11446,Welcome to the Dollhouse,tt0114906
51980,Germinal,tt0107002
24405,Chasers,tt0109403
11655,Cronos,tt0104029
11800,Naked in New York,tt0110623
8223,Kika,tt0107315
14587,Bhaji on the Beach,tt0106408
31504,Little Big League,tt0110363
41653,The Slingshot,tt0107349
53185,Wide Eyed and Legless,tt0111709
95743,Foreign Student,tt0109828
23637,"Ciao, Professore!",tt0107225
17600,Spanking the Monkey,tt0111252
10897,The Little Rascals,tt0110366
349394,À la mode,tt0106878
21352,Andre,tt0109120
68806,The Escort,tt0108059
37345,Princess Caraboo,tt0110892
32562,The Celluloid Closet,tt0112651
47507,Café au Lait,tt0107642
25403,Dear Diary,tt0109382
124304,I Don't Want to Talk About It,tt0106678
9066,The Brady Bunch Movie,tt0112572
771,Home Alone,tt0099785
251,Ghost,tt0099653
812,Aladdin,tt0103639
280,Terminator 2: Judgment Day,tt0103064
581,Dances with Wolves,tt0099348
80350,Tough and Deadly,tt0114706
268,Batman,tt0096895
274,The Silence of the Lambs,tt0102926
408,Snow White and the Seven Dwarfs,tt0029583
10020,Beauty and the Beast,tt0101414
10895,Pinocchio,tt0032910
114,Pretty Woman,tt0100405
41043,Window to Paris,tt0110719
576,The Wild Bunch,tt0065214
15477,Love and a .45,tt0110395
59146,The Wooden Man's Bride,tt0111752
124472,A Great Day in Harlem,tt0109934
30528,Bye Bye Love,tt0112606
7300,One Fine Day,tt0117247
10824,Candyman: Farewell to the Flesh,tt0112625
261246,Century,tt0106537
275,Fargo,tt0116282
25059,Homeward Bound II: Lost in San Francisco,tt0116552
11827,Heavy Metal,tt0082509
8766,Hellraiser: Bloodline,tt0116514
23570,The Pallbearer,tt0117283
47333,Jane Eyre,tt0116684
54850,Loaded,tt0110374
51242,Bread and Chocolate,tt0070506
10112,The Aristocats,tt0065421
4307,The Flower of My Secret,tt0113083
46029,Two Much,tt0118001
32308,Ed,tt0116165
88893,Scream of Stone,tt0102855
52873,My Favorite Season,tt0107471
123505,A Modern Affair,tt0113839
340210,Condition Red,tt0112712
44281,Halfaouine: Boy of the Terraces,tt0090665
28121,A Thin Line Between Love and Hate,tt0117891
12520,The Last Supper,tt0113613
1592,Primal Fear,tt0117381
166901,Rude,tt0114305
36447,Carried Away,tt0115837
19042,All Dogs Go to Heaven 2,tt0115509
38884,Land and Freedom,tt0114671
47449,Denise Calls Up,tt0112844
36259,Theodore Rex,tt0114658
41852,A Family Thing,tt0116275
40926,Frisk,tt0113122
9099,Sgt. Bilko,tt0117608
2021,Jack & Sarah,tt0113448
61752,Girl 6,tt0116414
10988,Diabolique,tt0116095
11479,"Little Indian, Big City",tt0111543
398959,Roula,tt0117517
287305,Peanuts – Die Bank zahlt alles,tt0117312
339428,Happy Weekend,tt0116485
12652,Nelly and Monsieur Arnaud,tt0113947
10684,Courage Under Fire,tt0115956
954,Mission: Impossible,tt0117060
68445,Cold Fever,tt0109028
18989,Moll Flanders,tt0117071
10801,The Superwife,tt0117788
54285,"301, 302",tt0112257
8840,DragonHeart,tt0116136
278978,Und keiner weint mir nach,tt0118026
124625,My Mother's Courage,tt0117117
11107,Eddie,tt0116168
16417,Yankee Zulu,tt0111787
70934,Billy's Holiday,tt0112509
10363,Purple Noon,tt0054189
161070,August,tt0115591
10539,James and the Giant Peach,tt0116683
10543,Fear,tt0116287
18414,Kids in the Hall: Brain Candy,tt0116768
47502,Faithful,tt0116269
11902,Underground,tt0114787
27098,All Things Fair,tt0113720
25087,Bloodsport II,tt0112536
5801,Pather Panchali,tt0048473
896,The World of Apu,tt0052572
3065,Mystery Science Theater 3000: The Movie,tt0117128
318177,Tarantella,tt0114616
2300,Space Jam,tt0117705
8069,Barbarella,tt0062711
288173,Hostile Intentions,tt0110061
187851,They Bite,tt0140614
27768,Some Folks Call It a Sling Blade,tt0108181
221917,The Run of the Country,tt0114307
8072,Alphaville,tt0058898
35797,Coup de Torchon,tt0082206
88030,Tigrero: A Film That Was Never Made,tt0111430
185191,The Eye of Vichy,tt0107727
83857,Windows,tt0081759
33245,It's My Party,tt0113443
124460,Country Life,tt0109491
27281,Operation Dumbo Drop,tt0114048
105045,The Promise,tt0111613
40001,Mrs. Winterbourne,tt0117104
29621,Solo,tt0117688
117730,Under The Domim Tree,tt0109751
20762,The Substitute,tt0117774
37144,True Crime,tt0114736
48260,Butterfly Kiss,tt0112604
12656,Feeling Minnesota,tt0116289
38867,Delta of Venus,tt0109593
277270,To Cross the Rubicon,tt0103095
25969,Angus,tt0112368
44103,Priest Daens,tt0104046
753,Faces,tt0062952
43634,Boys,tt0115742
9103,The Quest,tt0117420
90214,Cosi,tt0115951
29649,Sunset Park,tt0117784
10990,Mulholland Falls,tt0117107
8866,The Truth About Cats & Dogs,tt0117979
12233,Oliver & Company,tt0095776
23449,Celtic Pride,tt0115851
36355,Flipper,tt0116322
37667,Captives,tt0109374
90148,Of Love and Shadows,tt0110712
922,Dead Man,tt0112817
11876,The Horseman on the Roof,tt0113362
52633,Switchblade Sisters,tt0073778
62364,Mouth to Mouth,tt0112546
11687,The Visitors,tt0108500
9304,Multiplicity,tt0117108
73183,"The Haunted World of Edward D. Wood, Jr.",tt0113270
131232,Two Friends,tt0333373
9100,The Craft,tt0115963
20759,The Great White Hype,tt0116448
46063,Last Dance,tt0116827
365371,War Stories Our Mother Never Told Us,tt0114894
32513,Cold Comfort Farm,tt0112701
40651,"Institute Benjamenta, or This Dream People Call Human Life",tt0113429
36915,Heaven's Prisoners,tt0116508
40507,Original Gangstas,tt0117260
9802,The Rock,tt0117500
25697,Getting Away with Murder,tt0116405
21588,Cemetery Man,tt0109592
664,Twister,tt0117998
11867,Barb Wire,tt0115624
47119,Le Garçu,tt0113145
314352,Honeymoon,tt0116559
9323,Ghost in the Shell,tt0113568
10280,Thinner,tt0117894
10535,Spy Hard,tt0117723
124613,Brothers in Trouble,tt0112586
532,A Close Shave,tt0112691
26744,Force of Evil,tt0040366
16299,The Stupids,tt0117768
10547,The Arrival,tt0115571
245268,The Man from Down Under,tt0031612
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012
55613,Careful,tt0103926
215107,Vermont Is for Lovers,tt0105737
41007,A Month by the Lake,tt0113849
35645,Gold Diggers: The Secret of Bear Mountain,tt0113188
110465,Kim,tt0042644
255546,Carmen Miranda: Bananas Is My Business,tt0109381
40751,Ashes of Time,tt0109688
275096,The Jar,tt0104606
85778,Maya Lin: A Strong Clear Vision,tt0110480
11101,Stalingrad,tt0108211
9826,The Phantom,tt0117331
9879,Striptease,tt0117765
63564,The Last of the High Kings,tt0116833
22621,Heavy,tt0113280
7095,Jack,tt0116669
26890,I Shot Andy Warhol,tt0116594
46732,The Grass Harp,tt0113211
124633,Someone Else's America,tt0114494
202425,Life is Rosy,tt0094265
196940,Quartier Mozart,tt0105201
77771,Touki Bouki,tt0070820
181083,God's Gift,tt0084898
41225,Spirits of the Dead,tt0063715
188589,Babyfever,tt0109191
87190,Pharaoh's  Army,tt0114122
627,Trainspotting,tt0117951
32872,Til There Was You,tt0118523
602,Independence Day,tt0116629
14553,Stealing Beauty,tt0117737
9566,The Fan,tt0116277
10545,The Hunchback of Notre Dame,tt0116583
9894,The Cable Guy,tt0115798
11543,Kingpin,tt0116778
9268,Eraser,tt0116213
52059,The Gate of Heavenly Peace,tt0113147
9327,The Nutty Professor,tt0117218
123763,"I, the Worst of All",tt0100990
81949,An Unforgettable Summer,tt0111546
42005,A Hungarian Fairy Tale,tt0093199
124306,My Life and Times With Antonin Artaud,tt0106810
183955,Midnight Dancers,tt0111180
44535,Somebody to Love,tt0111237
44495,A Very Natural Thing,tt0072362
78285,The Old Lady Who Walked in the Sea,tt0103207
11228,Daylight,tt0116040
10779,The Frighteners,tt0116365
26748,Lone Star,tt0116905
38223,Harriet the Spy,tt0116493
9294,Phenomenon,tt0117333
49963,Walking and Talking,tt0118113
11363,She's the One,tt0117628
1645,A Time to Kill,tt0117913
31546,American Buffalo,tt0115530
77056,Rendezvous in Paris,tt0114266
36344,Alaska,tt0115493
18550,Fled,tt0116320
11511,Kazaam,tt0116756
172198,Magic Hunter,tt0109356
34170,Larger Than Life,tt0116823
281085,A Boy Called Hate,tt0112568
109478,Power 98,tt0114170
124645,Two Deaths,tt0117999
12606,A Very Brady Sequel,tt0118073
69895,Stefano Quantestorie,tt0108220
35206,Death in the Garden,tt0049521
151489,Hedd Wyn,tt0104403
4837,La Collectionneuse,tt0061495
12632,Kaspar Hauser,tt0110246
9098,Regular Guys,tt0116164
282919,Diebinnen,tt0112865
124614,The Convent,tt0112716
